"ST","state_county5","fips","lon","lat","den","r0.est","r0.est.cor","r0.l66.cor","r0.u66.cor","r0.pred","r0.pred.se","R0.pred","R0.pred.l66","R0.pred.u66"
"AL","AL_Dallas Count",1047,-87.034955,32.408815,14.4559875696919,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0979470074522153,0.0285946522982745,1.97912812375492,1.63853246292242,2.3714227532465
"AL","AL_DeKalb Count",1049,-85.817208,34.45511,35.4577487364313,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0838288264366054,0.0273883804969213,1.80478065920373,1.50048477109043,2.15448400671293
"AL","AL_Elmore Count",1051,-86.225647,32.559652,47.7055462319309,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.10053242427174,0.0284365710795306,2.01240522211212,1.66909144353508,2.40724726191496
"AL","AL_Escambia Cou",1053,-87.282053,31.088737,14.8410035825616,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.106097608512222,0.0279161081812726,2.08548464302387,1.7384494207773,2.48300764898065
"AL","AL_Etowah Count",1055,-86.025393,34.013693,71.9481546269168,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0925591003435539,0.0277752367270742,1.91113424256226,1.5886084586399,2.28164462718573
"AL","AL_Fayette Coun",1057,-87.770355,33.726422,10.0006876549392,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0902502869677609,0.0287314784697997,1.8825520467596,1.55365705779078,2.262428740904
"AL","AL_Franklin Cou",1059,-87.793594,34.460481,18.7285237978415,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0885703445322631,0.0287219239569297,1.86196207246037,1.53600850122166,2.23859893663116
"AL","AL_Geneva Count",1061,-85.788849,31.09426,17.5198328148677,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0994632632984276,0.0285881854150541,1.99859250733132,1.6554396542633,2.39365764304405
"AL","AL_Greene Count",1063,-87.924,32.830505,4.74502995963448,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0943944683261102,0.0283607378668095,1.9340918003127,1.6021480941591,2.31634637889862
"AL","AL_Hale County,",1065,-87.626084,32.775804,8.61630810577098,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0959196700268167,0.0285103326561149,1.9533299154411,1.61715305718128,2.34058655805291
"AL","AL_Henry County",1067,-85.268828,31.478593,11.6873971481284,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0946186889179393,0.0279578206460227,1.93691086508837,1.60897540088048,2.3137712835299
"AL","AL_Houston Coun",1069,-85.391221,31.20455,70.2776966593361,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.107496672487805,0.0282521884946239,2.10417082709733,1.75078890095621,2.50947679195291
"AL","AL_Jackson Coun",1071,-85.938698,34.731984,17.6895116290135,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0785272008087355,0.0273667963638036,1.74245504851921,1.44671338759648,2.08277575135217
"AL","AL_Jefferson Co",1073,-86.814688,33.518601,226.250608466242,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.110714652134508,0.0285889531297031,2.14763494552081,1.78457466558752,2.56436682741242
"AL","AL_Lamar County",1075,-88.109649,33.762769,8.80272234941304,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.090811840860354,0.0286666459911845,1.88947347453181,1.5603156109428,2.26947130667988
"AL","AL_Lauderdale C",1077,-87.608759,34.866179,49.8064116320875,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0918884886052743,0.0285103329220856,1.90279827343533,1.5734868117636,2.28256383365531
"AL","AL_Lawrence Cou",1079,-87.272414,34.543683,17.7015556976041,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0854114782534424,0.0284659697928179,1.82371469254013,1.50570865768904,2.19101630706983
"AL","AL_Lee County, ",1081,-85.345833,32.588092,103.198412987457,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.10298134924138,0.0275590790261566,2.04431827520376,1.70673227250722,2.43065679103601
"AL","AL_Limestone Co",1083,-86.938972,34.815612,62.9056317494887,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0908387048944463,0.0280345371056562,1.88980507564347,1.56734445109178,2.26089229409344
"AL","AL_Lowndes Coun",1085,-86.618688,32.162415,5.17898033920994,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0923662219502493,0.0285921649275231,1.90873382477175,1.57773430396826,2.29055206281366
"AL","AL_Macon County",1087,-85.715007,32.425739,11.3748613392803,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0903626514247773,0.0280638428198953,1.88393543431033,1.56195191849773,2.25457569033189
"AL","AL_Madison Coun",1089,-86.613232,34.746392,177.122199548504,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0990753375065482,0.0278288588294658,1.99359877636016,1.65958381232663,2.37674757476194
"AL","AL_Marengo Coun",1091,-87.800648,32.340479,7.40959559562935,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0991425868264886,0.0281869339875639,1.9944637859111,1.65633804373555,2.38300612585138
"AL","AL_Marion Count",1093,-87.8743,34.111797,15.4254870216991,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0901629412747686,0.0287613512373677,1.88147721916904,1.55241346764069,2.26161495542661
"AL","AL_Marshall Cou",1095,-86.293279,34.311974,59.955108277198,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0904880758742147,0.0279048939145738,1.88548053268847,1.5649846044244,2.25410222598151
"AL","AL_Mobile Count",1097,-88.170637,30.683993,97.0362356791769,0.0258382431274899,0.138172971914922,0.110551830723838,0.165485061150049,0.121827182586142,0.0262948015624172,2.30299676665445,1.94843102972072,2.70443260273959
"AL","AL_Monroe Count",1099,-87.360894,31.505611,7.73718873842482,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.101642863696522,0.0280255288288738,2.02682833865417,1.68622764915593,2.4176450020158
"AL","AL_Montgomery C",1101,-86.243797,32.346175,109.334303995025,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.108853949368441,0.028482412504299,2.12242057477993,1.76394574864919,2.53387943541204
"AL","AL_Morgan Count",1103,-86.930781,34.514252,77.1307925661933,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0942377073725778,0.0282599995478927,1.93212275523457,1.60153930052583,2.31263639280755
"AL","AL_Perry County",1105,-87.369219,32.581066,4.75769136350412,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0932594422235132,0.0285486742684814,1.91986962943773,1.58781937843638,2.30272311361731
"AL","AL_Pickens Coun",1107,-88.066472,33.292973,8.64510774682123,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.094232603248709,0.0284948495296393,1.93205866911729,1.59893376619434,2.31594629790773
"AL","AL_Pike County,",1109,-85.948647,31.787277,19.0216135531061,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0979766968015933,0.0284350143805322,1.97950785253158,1.64062730735787,2.36951630866305
"AL","AL_Randolph Cou",1111,-85.427266,33.257607,15.0184145263824,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0842550739472114,0.0272306203711844,1.80986511559732,1.50652646783152,2.15814988888934
"AL","AL_Russell Coun",1113,-85.062843,32.421972,34.56513481341,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0948122349205807,0.027273249231663,1.93934679697752,1.6185728398008,2.30670656258794
"AL","AL_St. Clair Co",1115,-86.369107,33.660628,52.872672642982,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0941615555387667,0.0282576161773375,1.93116678075086,1.60073793784471,2.31150577327652
"AL","AL_Shelby Count",1117,-86.737978,33.290719,103.823061749121,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.104239195422633,0.0285915672999788,2.06085930754074,1.70930586616263,2.46508309060081
"AL","AL_Sumter Count",1119,-88.232646,32.57442,5.25328518476584,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0982630342377517,0.0279494711099185,1.98317298936076,1.64918937460314,2.36659605819085
"AL","AL_Talladega Co",1121,-86.169238,33.372083,40.6140255497782,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0932705773581029,0.0281702587893679,1.92000876506672,1.59202815256913,2.29745639695279
"AL","AL_Tallapoosa C",1123,-85.864503,32.85306,20.3389983850315,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0911068554675147,0.0280494045173266,1.89311748903136,1.57005258744774,2.26490085026186
"AL","AL_Tuscaloosa C",1125,-87.520229,33.214154,59.7859207459112,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.104172330381881,0.0286797855007469,2.05997745128112,1.70753448995735,2.46540577392665
"AL","AL_Walker Count",1127,-87.253922,33.834858,30.4529369708346,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0934341818279335,0.0286912824797322,1.92205392524919,1.58816620489164,2.30728117265764
"AL","AL_Washington C",1129,-88.18612,31.410368,5.79035773852199,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.105381413754568,0.0269958028918505,2.07596810568956,1.74081358771032,2.45823674543241
"AL","AL_Wilcox Count",1131,-87.380407,31.999753,4.41306693751681,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0967100936168111,0.0282924266760197,1.96335738118291,1.62822076632782,2.34891678059117
"AL","AL_Winston Coun",1133,-87.415693,34.163824,14.4377294633348,0.0520531987929581,0.0823339999085427,0.0479505059904991,0.115913727086426,0.0874028986659245,0.0286742805771579,1.8477556059203,1.52426466968373,2.22157865117053
"AZ","AZ_Apache Count",4001,-109.41484,35.577687,2.47395356523567,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.100157633074736,0.0297828200705116,2.00755493640598,1.64987026488069,2.42169880269863
"AZ","AZ_Cochise Coun",4003,-110.063053,31.607357,7.817369187564,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0838331652101264,0.030360801688321,1.80483235845837,1.47007010065239,2.19539411695248
"AZ","AZ_Coconino Cou",4005,-111.590056,35.514426,2.96831320025438,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.080358629767473,0.0305588993815327,1.76379464544335,1.43310298070108,2.15039785453413
"AZ","AZ_Gila County,",4007,-111.007494,33.82356,4.34859098842177,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0760143715866129,0.0288801001177261,1.71350049062377,1.40673088911907,2.06951673732985
"AZ","AZ_Graham Count",4009,-109.812181,32.86733,3.23066584312353,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0826712102540196,0.0298482464491125,1.79102758472874,1.46348003710942,2.17230904251744
"AZ","AZ_Greenlee Cou",4011,-109.248712,32.970402,1.98382279421056,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0849706183226128,0.030415429184372,1.81842519235546,1.48110992460425,2.21194162121397
"AZ","AZ_La Paz Count",4012,-114.172146,33.908361,1.8055942220647,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0619561490872569,0.0296365937667786,1.55830370480707,1.26699120123773,1.89913090990318
"AZ","AZ_Maricopa Cou",4013,-112.04143,33.493403,187.734747606999,0.0432172674393246,0.0735239166927946,0.0428644306166271,0.104009851391163,0.109091419651292,0.0261916419342454,2.12562591925968,1.79373667069357,2.50235036792615
"AZ","AZ_Mohave Count",4015,-114.249634,35.069679,6.0816957299319,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0692048632763939,0.029260383559595,1.63690194851653,1.33748271127164,1.98576444896906
"AZ","AZ_Navajo Count",4017,-110.211155,34.893625,4.29990146670815,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0900617895036568,0.0301778151912179,1.88023309023916,1.53638251607368,2.28029475483556
"AZ","AZ_Pima County,",4019,-110.96001,32.216707,44.0022882217414,0.0228384587655372,0.0937038285767552,0.0588997155652593,0.125679418440299,0.0923802799751325,0.0327813096951869,1.90890870210851,1.53338634657164,2.35123524360503
"AZ","AZ_Pinal County",4021,-111.588364,33.060133,33.2466339097241,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0794416434730258,0.0277318434138757,1.75308500005786,1.45223730147823,2.09984300356271
"AZ","AZ_Santa Cruz C",4023,-110.943195,31.434733,14.4990107326349,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0825309919118244,0.0298050653734141,1.78936721238159,1.46249728971008,2.16979193058846
"AZ","AZ_Yavapai Coun",4025,-112.267767,34.629014,11.1673818783803,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0755648640721185,0.0294203570413631,1.7083603505087,1.39703523148722,2.07071789142084
"AZ","AZ_Yuma County,",4027,-114.598663,32.65004,14.9553861606601,0.0341963664252002,0.0884985017744499,0.0574731698570784,0.11970083192108,0.0705918218349412,0.0302495781441846,1.65228441537173,1.34124258412209,2.01641050049888
"AR","AR_Arkansas Cou",5001,-91.461284,34.405316,6.53032588716509,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0854557476446288,0.0292783679576702,1.82424649596386,1.49776945495773,2.20288032820551
"AR","AR_Ashley Count",5003,-91.87136,33.179373,8.08126899896495,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0935520746398469,0.0283507005724976,1.92352869536123,1.59312138582192,2.30408197981116
"AR","AR_Baxter Count",5005,-92.383933,36.332208,27.5913015094348,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0822598508233022,0.0291368774807609,1.78615990139705,1.46652164640817,2.15693463630411
"AR","AR_Benton Count",5007,-94.230543,36.337348,122.917889650482,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0900778095907514,0.0289726664585934,1.88043008922177,1.54927186218208,2.26340193745441
"AR","AR_Boone County",5009,-93.099344,36.267871,24.0131682682363,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.079953848759498,0.0291991965183514,1.75906093867486,1.4426442692607,2.12645833657142
"AR","AR_Bradley Coun",5011,-92.103312,33.569321,6.3499755519186,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0887421599660735,0.0287307171422296,1.86405992880366,1.53772402895557,2.24113722709512
"AR","AR_Calhoun Coun",5013,-92.495555,33.591116,3.16711082838665,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0838148410896677,0.028679253063475,1.80461402262841,1.48705383006685,2.17196081548294
"AR","AR_Carroll Coun",5015,-93.570816,36.373069,17.0590993177244,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0766942892031353,0.0291047620422647,1.72129805632544,1.41120814786841,2.08151348687631
"AR","AR_Chicot Count",5017,-91.318378,33.32186,5.65408766427785,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0927118962927001,0.0283520600560665,1.91303746725349,1.58403524186448,2.29206152206015
"AR","AR_Clark County",5019,-93.124856,34.094705,9.76321417852008,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0823999968613349,0.0289491952290957,1.78781712699728,1.46985092170209,2.156285517491
"AR","AR_Clay County,",5021,-90.372418,36.370695,8.75827148567609,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0785738988512955,0.028740054184776,1.74299668339528,1.43344299001016,2.10172317098217
"AR","AR_Cleburne Cou",5023,-92.037481,35.510232,16.2535225424554,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0829370581850611,0.0295386396580853,1.79417883484941,1.46931854779341,2.17170826127862
"AR","AR_Cleveland Co",5025,-92.139146,33.914989,5.1296281680395,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0854329301621331,0.0290260295482628,1.82397237711722,1.50013831018322,2.19906437461175
"AR","AR_Columbia Cou",5027,-93.247459,33.258045,11.8089964339643,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0865689677089304,0.0278959683040438,1.837658730942,1.52368319830869,2.19914720255746
"AR","AR_Conway Count",5029,-92.70416,35.214487,14.2024663842744,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0814787128401101,0.0295537515694596,1.77694461026193,1.45440512117763,2.1519643164254
"AR","AR_Craighead Co",5031,-90.669325,35.835235,59.7441794533833,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0920850949396369,0.0291700568456629,1.90523927311728,1.56852944428779,2.29479720245516
"AR","AR_Crawford Cou",5033,-94.28436,35.496882,40.4204395990753,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.081347659819802,0.0291064279508207,1.77540213694853,1.45759622915854,2.14409037795794
"AR","AR_Crittenden C",5035,-90.217261,35.17736,29.0790688422422,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0894573821739733,0.029095263989483,1.87281225980715,1.54141932673269,2.25635800437255
"AR","AR_Cross County",5037,-90.775307,35.252833,10.1857494068833,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0834052181269581,0.0293208535873029,1.79973858012755,1.47630178148434,2.17514744256767
"AR","AR_Dallas Count",5039,-92.527123,33.869213,4.0499065485104,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0829514095009356,0.0289302991465617,1.79434907067265,1.47565674608012,2.16356566358265
"AR","AR_Desha County",5041,-91.417485,33.773838,5.35220106005971,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0889234025774749,0.0288207403029255,1.8662748571323,1.53868460551247,2.24495372589106
"AR","AR_Drew County,",5043,-91.781779,33.6274,8.41726208154772,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0909314429446596,0.0287749520078394,1.89095014784729,1.56043589234105,2.27270816979007
"AR","AR_Faulkner Cou",5045,-92.405359,35.104918,73.264873420875,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0940293270665845,0.0295671698569466,1.92950770746092,1.58513785741785,2.32849892024326
"AR","AR_Franklin Cou",5047,-93.885464,35.446102,11.0369114249052,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0750489796711859,0.0292892472059176,1.70247586727947,1.39328013499093,2.06216592303621
"AR","AR_Fulton Count",5049,-91.764934,36.376787,7.7654799106131,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.076456261483089,0.0290435537299025,1.71856515096019,1.40946787953597,2.07753909172735
"AR","AR_Garland Coun",5051,-93.081852,34.505811,52.2360451555816,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0912062042598589,0.0292635693864238,1.89434585608922,1.55815995792627,2.28357555910517
"AR","AR_Grant County",5053,-92.412714,34.309174,11.1397826122405,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0856016641494084,0.0292787848715975,1.82600021951242,1.49927079904475,2.20491177737959
"AR","AR_Greene Count",5055,-90.523016,36.07312,30.188665610634,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0863813416815859,0.0290022536448938,1.83539289133411,1.51020446884822,2.21190748504281
"AR","AR_Hempstead Co",5057,-93.623587,33.699647,11.2130042514974,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0813730988054074,0.0283286485923013,1.77570146909152,1.46572507402364,2.1338809629694
"AR","AR_Hot Spring C",5059,-92.894595,34.353464,20.9563588601815,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.086655026052119,0.0292163514924086,1.8386987214712,1.51082314000952,2.21870565750281
"AR","AR_Howard Count",5061,-93.910184,33.983198,8.56346512004877,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0768759868868017,0.0285584872229357,1.72338646685755,1.4183905822731,2.07667201429695
"AR","AR_Independence",5063,-91.607539,35.749801,18.9263173131503,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.083699219977827,0.0294194860344522,1.80323684090589,1.47829545022415,2.18054907826252
"AR","AR_Izard County",5065,-91.908429,36.120217,9.00950653084225,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0777330003500673,0.0292584811985497,1.73326324388173,1.41994352693956,2.09740873295432
"AR","AR_Jackson Coun",5067,-91.246233,35.621102,10.0627237395299,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0813396536459035,0.0293983011350005,1.77530793898505,1.4545703716381,2.14795215844589
"AR","AR_Jefferson Co",5069,-92.041179,34.233473,28.2362482276749,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0928607452101438,0.0292533455951339,1.91489292474682,1.57594521004884,2.30711769729886
"AR","AR_Johnson Coun",5071,-93.475517,35.475272,15.0294614410001,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.078156512043438,0.0294187859028444,1.73816015720962,1.42254965756114,2.10522473894744
"AR","AR_Lafayette Co",5073,-93.557538,33.287629,4.69178483644817,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0796045647060688,0.0277468599983688,1.75498411496119,1.45372721843775,2.10222495347257
"AR","AR_Lawrence Cou",5075,-91.065733,36.070224,10.6929343700216,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0801120947767274,0.0291497239949195,1.76091037783707,1.44472627464525,2.12792821654627
"AR","AR_Lee County, ",5077,-90.774516,34.785214,5.52010383080341,0.0139146360207101,0.0525185903403099,0.0212846345977196,0.0835441245649118,0.0830972285272094,0.0292288566900444,1.79607948621132,1.47410009792986,2.16965513003021
